"x","predicted","std.error","conf.low","conf.high","group"
"Non-migrant",0.336604363083009,0.0401041809534016,0.257165699020715,0.416043027145303,"1"
"Migrant",0.450567679177,0.0482469919926509,0.354999673602377,0.546135684751623,"1"
