"","Country","Taxa","Species","SynchVar","MeanRhos","rho250km","Mean250km","meansynchtemp.detrended","meansynchprecip.detrended","meandist","mediandist","Mean250kmZ","precip","temp","Sedentary","Groupreslongshort","SpecialistGeneralistRank_Y","SpecialistGeneralistRank_B","GenLength","Voltinism","FINAL","Larvaldiet","LogGenTime","insectLarvalDiet","MobilityBird","MobilityInsect","slowfast","movement","specgen","Taxa2","Dataset"
"89","Finland","Butterflies","Celastrina argiolus","log.r",0.43412513710234,0.389902973771467,0.450017604263905,0.978891637084048,0.93049243238328,134.72462219117,115.932602226279,0.47781161726131,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Multi","Non-migrant","P",NA,4,NA,"Non-migrant","Multi",NA,4,"Insects","Finland Insects"
"90","Finland","Butterflies","Polyommatus semiargus","log.r",0.504565686144681,0.462696013608716,0.483605394908773,0.978891637084048,0.93049243238328,134.72462219117,115.932602226279,0.527462238710995,0.93049243238328,0.97894688432941,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Finland Insects"
"91","Finland","Butterflies","Erebia ligea","log.r",0.549653783415927,0.520093601613714,0.615588211158549,0.978891637084048,0.93049243238328,133.265597798131,114.758285745247,0.83063501175962,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Finland Insects"
"92","Finland","Butterflies","Gonepteryx rhamni","log.r",0.246582651842958,0.206325050911834,0.235453856073691,0.978891637084048,0.93049243238328,146.380381904759,157.9657411534,0.255114326048146,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Finland Insects"
"93","Finland","Butterflies","Lasiommata maera","log.r",0.263717472831706,0.224572360810424,0.258025604356313,0.978891637084048,0.93049243238328,136.865482875508,123.311605471303,0.278420997903308,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Multi","Non-migrant","O",NA,3,NA,"Non-migrant","Multi",NA,3,"Insects","Finland Insects"
"94","Finland","Butterflies","Leptidea sinapis","log.r",0.458210522177067,0.435673815145459,0.463433624821275,0.978891637084048,0.93049243238328,143.462950934863,140.994269637224,0.49010177617727,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Multi","Non-migrant","O",NA,3,NA,"Non-migrant","Multi",NA,3,"Insects","Finland Insects"
"95","Finland","Butterflies","Lycaena hippothoe","log.r",0.189926492881099,0.173654605470088,0.223073910995792,0.978891637084048,0.93049243238328,134.326815322211,123.311605471303,0.233767012147784,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","NO",NA,2,NA,"Non-migrant","Uni/Bi",NA,2,"Insects","Finland Insects"
"96","Finland","Butterflies","Melitaea athalia","log.r",0.418932373026944,0.418931044171466,0.343043345954201,0.978891637084048,0.93049243238328,134.72462219117,115.932602226279,0.378820051344579,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","P",NA,4,NA,"Non-migrant","Uni/Bi",NA,4,"Insects","Finland Insects"
"97","Finland","Butterflies","Melitaea athalia","log.r",0.418932373026944,0.418931044171466,0.343043345954201,0.978891637084048,0.93049243238328,134.72462219117,115.932602226279,0.378820051344579,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","P",NA,4,NA,"Non-migrant","Uni/Bi",NA,4,"Insects","Finland Insects"
"98","Finland","Butterflies","Melitaea athalia","log.r",0.418932373026944,0.418931044171466,0.343043345954201,0.978891637084048,0.93049243238328,134.72462219117,115.932602226279,0.378820051344579,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","P",NA,4,NA,"Non-migrant","Uni/Bi",NA,4,"Insects","Finland Insects"
"99","Finland","Butterflies","Ochlodes sylvanus","log.r",0.520025346633514,0.483736471984466,0.473682007669199,0.978891637084048,0.93049243238328,146.380381904759,157.9657411534,0.509651379351898,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Finland Insects"
"100","Finland","Butterflies","Plebejus argus","log.r",0.231382297151329,0.230517794981377,0.145232976965737,0.978891637084048,0.93049243238328,136.910392659065,130.690608716327,0.158511549684112,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","P",NA,4,NA,"Non-migrant","Uni/Bi",NA,4,"Insects","Finland Insects"
"101","Finland","Butterflies","Plebejus idas","log.r",0.0693175509925392,0.0650689682477719,0.0940514839239127,0.978891637084048,0.93049243238328,139.063601782173,130.690608716327,0.100281480754242,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Multi","Non-migrant","P",NA,4,NA,"Non-migrant","Multi",NA,4,"Insects","Finland Insects"
"102","Finland","Butterflies","Polygonia c album","log.r",0.270797922827934,0.195980188917259,0.303779673626878,0.978891637084048,0.93049243238328,146.380381904759,157.9657411534,0.340482783799039,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Multi","Non-migrant","P",NA,4,NA,"Non-migrant","Multi",NA,4,"Insects","Finland Insects"
"103","Finland","Butterflies","Polyommatus amandus","log.r",0.543716810160065,0.471762742874679,0.609260253800929,0.978891637084048,0.93049243238328,139.634834383907,123.311605471303,0.640621802242815,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Finland Insects"
"104","Finland","Butterflies","Polyommatus icarus","log.r",0.421740183939597,0.295427411694988,0.550456435254156,0.978891637084048,0.93049243238328,134.326815322211,123.311605471303,0.582606618147123,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Multi","Non-migrant","O",NA,3,NA,"Non-migrant","Multi",NA,3,"Insects","Finland Insects"
"105","Finland","Butterflies","Thymelicus lineola","log.r",0.357871544720846,0.31165296040331,0.462647483619617,0.978891637084048,0.93049243238328,140.615176735722,130.690608716327,0.486221840943615,0.93049243238328,0.978891637084048,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Finland Insects"
"106","Netherlands","Butterflies","Aglais io","log.r",0.399626075757341,0.120157601704501,0.407219894839329,0.989999695907139,0.896769219897155,138.924140759136,143.177943119672,0.444263934376709,0.907771825200351,0.99100755084714,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","M",NA,1,NA,"Non-migrant","Uni/Bi",NA,1,"Insects","Netherlands Insects"
"107","Netherlands","Butterflies","Anthocharis cardamines","log.r",0.207553865442068,0.063964467931088,0.196078200401641,0.989999695907139,0.896769219897155,131.54087047346,133.229214781447,0.206635522190599,0.918182316954854,0.990395467431907,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
"108","Netherlands","Butterflies","Aphantopus hyperantus","log.r",0.248227723188073,0.241343880914782,0.244404096693701,0.989999695907139,0.896769219897155,137.656924416246,143.177943119672,0.251079494436447,0.907771825200351,0.99100755084714,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
"109","Netherlands","Butterflies","Araschnia levana","log.r",0.579193341732208,0.529621573614024,0.568236186156461,0.989999695907139,0.896769219897155,130.080014931517,133.756338929542,0.582691382653279,0.932393568511361,0.992850870985286,NA,NA,NA,NA,NA,"Multi","Non-migrant","M",NA,1,NA,"Non-migrant","Multi",NA,1,"Insects","Netherlands Insects"
"110","Netherlands","Butterflies","Callophrys rubi","log.r",0.1600162741913,0.160051455766397,0.124360107701763,0.989999695907139,0.896769219897155,125.552467868291,121.436718791689,0.130735098199491,0.896769219897155,0.989999695907139,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","P",NA,4,NA,"Non-migrant","Uni/Bi",NA,4,"Insects","Netherlands Insects"
"111","Netherlands","Butterflies","Celastrina argiolus","log.r",0.658638365299641,0.463159834419041,0.601595426663229,0.989999695907139,0.896769219897155,134.942390299449,137.221600577131,0.637342076945644,0.904434939801492,0.989850134120536,NA,NA,NA,NA,NA,"Multi","Non-migrant","P",NA,4,NA,"Non-migrant","Multi",NA,4,"Insects","Netherlands Insects"
"112","Netherlands","Butterflies","Coenonympha pamphilus","log.r",0.163745547202121,0.0952064275661674,0.190580287880017,0.989999695907139,0.896769219897155,137.066961863408,139.600225506133,0.206145045125037,0.916859236134914,0.991666279119204,NA,NA,NA,NA,NA,"Multi","Non-migrant","O",NA,3,NA,"Non-migrant","Multi",NA,3,"Insects","Netherlands Insects"
"113","Netherlands","Butterflies","Neozephyrus quercus","log.r",0.316298927374673,0.262027508917058,0.327355970947464,0.989999695907139,0.896769219897155,133.040944027543,123.890599701941,0.34122935182852,0.896769219897155,0.989999695907139,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","M",NA,1,NA,"Non-migrant","Uni/Bi",NA,1,"Insects","Netherlands Insects"
"114","Netherlands","Butterflies","Gonepteryx rhamni","log.r",0.327814498430015,0.115146827381429,0.305858722413842,0.989999695907139,0.896769219897155,135.953742347692,137.221600577131,0.326434669052298,0.916173690934892,0.990001869928147,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
"115","Netherlands","Butterflies","Hipparchia semele","log.r",0.120799543413579,0.000197706627064471,0.115169316127881,0.989999695907139,0.896769219897155,120.446440451005,103.655113629267,0.124728421802183,0.896769219897155,0.989999695907139,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","P",NA,4,NA,"Non-migrant","Uni/Bi",NA,4,"Insects","Netherlands Insects"
"116","Netherlands","Butterflies","Lasiommata megera","log.r",0.152111864324989,0.0417068367645948,0.0649573433352698,0.989999695907139,0.896769219897155,138.924140759136,143.177943119672,-0.0797629669795493,0.907771825200351,0.99100755084714,NA,NA,NA,NA,NA,"Multi","Non-migrant","O",NA,3,NA,"Non-migrant","Multi",NA,3,"Insects","Netherlands Insects"
"117","Netherlands","Butterflies","Maniola jurtina","log.r",0.174537237944484,0.133849821251197,0.162570374678507,0.989999695907139,0.896769219897155,137.656924416246,143.177943119672,0.168356865470545,0.907771825200351,0.99100755084714,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
"118","Netherlands","Butterflies","Ochlodes sylvanus","log.r",0.319042264288655,0.172992634360571,0.269114349428615,0.989999695907139,0.896769219897155,134.133335049507,134.283463077638,0.284792277853136,0.9312322005084,0.993066628292231,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
"119","Netherlands","Butterflies","Pararge aegeria","log.r",0.276945818083707,0.180994099641995,0.281363051879774,0.989999695907139,0.896769219897155,137.656924416246,143.177943119672,0.295824113774958,0.907771825200351,0.99100755084714,NA,NA,NA,NA,NA,"Multi","Non-migrant","O",NA,3,NA,"Non-migrant","Multi",NA,3,"Insects","Netherlands Insects"
"120","Netherlands","Butterflies","Plebejus argus","log.r",0.0583119252538823,0.00064463041592601,0.0624679250237405,0.989999695907139,0.896769219897155,109.622516425575,93.5387504579835,0.0645644369790035,0.896769219897155,0.989999695907139,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","P",NA,4,NA,"Non-migrant","Uni/Bi",NA,4,"Insects","Netherlands Insects"
"121","Netherlands","Butterflies","Polygonia c album","log.r",0.41443136919573,0.263629387922049,0.392514735801993,0.989999695907139,0.896769219897155,129.534244028476,133.229214781447,0.417252761045723,0.921239270140104,0.990384900083341,NA,NA,NA,NA,NA,"Multi","Non-migrant","P",NA,4,NA,"Non-migrant","Multi",NA,4,"Insects","Netherlands Insects"
"122","Netherlands","Butterflies","Polyommatus icarus","log.r",0.458964318354649,0.292625872756065,0.455322984903738,0.989999695907139,0.896769219897155,137.656924416246,143.177943119672,0.467969093210467,0.907771825200351,0.99100755084714,NA,NA,NA,NA,NA,"Multi","Non-migrant","O",NA,3,NA,"Non-migrant","Multi",NA,3,"Insects","Netherlands Insects"
"123","Netherlands","Butterflies","Pyronia tithonus","log.r",0.25342681446873,0.187945198601178,0.234662258061026,0.989999695907139,0.896769219897155,137.287611017015,140.169116874755,0.250376513080613,0.896769219897155,0.989999695907139,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
"124","Netherlands","Butterflies","Thymelicus lineola","log.r",0.219049883839871,0.0402110785810764,0.200222060626844,0.989999695907139,0.896769219897155,137.656924416246,143.177943119672,0.211856944054711,0.907771825200351,0.99100755084714,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
"125","Netherlands","Butterflies","Thymelicus sylvestris","log.r",0.131473766018185,0.121739269789338,0.104689680003827,0.989999695907139,0.896769219897155,142.655048890844,151.369068484619,0.134958505787475,0.896769219897155,0.989999695907139,NA,NA,NA,NA,NA,"Uni/Bi","Non-migrant","O",NA,3,NA,"Non-migrant","Uni/Bi",NA,3,"Insects","Netherlands Insects"
