"Country","Taxa","Synchrony"
"UK","Insects",0.263141496554094
"UK","Insects",0.344597646672294
"UK","Insects",0.404985004372755
"UK","Insects",0.608750364784908
"UK","Insects",0.601064629404228
"UK","Insects",0.209125640418489
"UK","Insects",0.509521624291997
"UK","Insects",0.466672994843337
"UK","Insects",0.253549810414697
"UK","Insects",0.37123581616019
"UK","Insects",0.345646769941725
"UK","Insects",0.0166611737479794
"UK","Insects",0.272598138775601
"UK","Insects",0.623225782322577
"UK","Insects",0.904114957574051
"Ireland","Insects",0.59466588745537
"Ireland","Insects",0.501043219424022
"Ireland","Insects",0.432959667275115
"Ireland","Insects",0.549536659660835
"Ireland","Insects",0.228316933309527
"Ireland","Insects",0.34194298302731
"Ireland","Insects",0.310306321239133
"Ireland","Insects",0.377047641453769
"Ireland","Insects",0.407108754559403
"Ireland","Insects",0.540951381976503
"Ireland","Insects",0.380661021779004
"Ireland","Insects",0.236620980507055
"Ireland","Insects",0.479532033893781
"Ireland","Insects",0.840961658603404
"Finland","Insects",0.381958651150452
"Finland","Insects",0.590206500183731
"Finland","Insects",0.13536707676008
"Finland","Insects",0.212928401707057
"Finland","Insects",0.456543363496445
"Finland","Insects",0.494889243680972
"Finland","Insects",0.242045931757296
"Finland","Insects",0.217567372584699
"Finland","Insects",0.276879295902096
"Finland","Insects",0.333386795695184
"Finland","Insects",0.442249667239043
"Finland","Insects",0.238651572777196
"Finland","Insects",0.232457490269639
"Finland","Insects",0.47781161726131
"Finland","Insects",0.527462238710995
"Finland","Insects",0.83063501175962
"Finland","Insects",0.255114326048146
"Finland","Insects",0.278420997903308
"Finland","Insects",0.49010177617727
"Finland","Insects",0.233767012147784
"Finland","Insects",0.389256009346476
"Finland","Insects",0.436873345770296
"Finland","Insects",0.378820051344579
"Finland","Insects",0.378820051344579
"Finland","Insects",0.378820051344579
"Finland","Insects",0.48061408812599
"Finland","Insects",0.509651379351898
"Finland","Insects",0.55118129459184
"Finland","Insects",0.158511549684112
"Finland","Insects",0.100281480754242
"Finland","Insects",0.340482783799039
"Finland","Insects",0.640621802242815
"Finland","Insects",0.582606618147123
"Finland","Insects",0.486221840943615
"Finland","Insects",0.643630260922884
"Netherlands","Insects",0.444263934376709
"Netherlands","Insects",0.490553747462855
"Netherlands","Insects",0.206635522190599
"Netherlands","Insects",0.251079494436447
"Netherlands","Insects",0.582691382653279
"Netherlands","Insects",0.130735098199491
"Netherlands","Insects",0.637342076945644
"Netherlands","Insects",0.206145045125037
"Netherlands","Insects",0.34122935182852
"Netherlands","Insects",0.326434669052298
"Netherlands","Insects",0.124728421802183
"Netherlands","Insects",0.346009161428883
"Netherlands","Insects",0.168356865470545
"Netherlands","Insects",0.284792277853136
"Netherlands","Insects",0.295824113774958
"Netherlands","Insects",0.49626689177275
"Netherlands","Insects",0.310985048773834
"Netherlands","Insects",0.384443566492824
"Netherlands","Insects",0.0645644369790035
"Netherlands","Insects",0.417252761045723
"Netherlands","Insects",0.467969093210467
"Netherlands","Insects",0.250376513080613
"Netherlands","Insects",0.211856944054711
"Netherlands","Insects",0.134958505787475
"Netherlands","Insects",0.554343124249029
"Netherlands","Insects",0.909526618951201
