"Country","Taxa","Synchrony"
"France","Birds",0.117483161091524
"France","Birds",0.0107751238980954
"France","Birds",-0.0343635544507256
"France","Birds",0.0277546112503609
"France","Birds",0.0956204653249177
"France","Birds",0.089059864388659
"France","Birds",0.0543088941242889
"France","Birds",0.0383038078904056
"France","Birds",0.0342153601664779
"France","Birds",-0.0422279693708015
"France","Birds",0.0259423344062129
"France","Birds",0.017710009811965
"France","Birds",-0.0191604373667213
"France","Birds",-0.0867871270222798
"France","Birds",0.0309301380596326
"France","Birds",0.0795105590270433
"France","Birds",0.171895024375353
"France","Birds",0.103649766085478
"France","Birds",-0.000279392150301066
"France","Birds",0.0298638516835395
"France","Birds",0.138384648716945
"France","Birds",0.05974758148709
"France","Birds",0.173725801086422
"France","Birds",0.0993930264863572
"France","Birds",0.0122875971337008
"France","Birds",0.00296051381730614
"France","Birds",0.0834315525990988
"France","Birds",0.0116541715821971
"France","Birds",0.213444699221764
"France","Birds",0.110720638781258
"France","Birds",0.135831833603028
"France","Birds",0.0476810348082449
"France","Birds",0.048793775990667
"France","Birds",0.106519736918881
"France","Birds",-0.00816394975579897
"France","Birds",0.295377588846192
"France","Birds",-0.0110284457758426
"France","Birds",0.129259698998034
"France","Birds",0.00567062348342653
"France","Birds",0.141931178227504
"France","Birds",0.129181302363721
"France","Birds",-0.0624599233200132
"France","Birds",0.140906790964032
"France","Birds",0.0312444694074539
"France","Birds",0.0471899133745151
"France","Birds",-0.0138012573903978
"France","Birds",0.0774633612184752
"France","Birds",0.0551020961794341
"France","Birds",0.213890146455614
"France","Birds",0.137617887039879
"France","Birds",0.0866974567257956
"France","Birds",0.037334628331985
"France","Birds",0.0675442827924047
"France","Birds",0.136988579521016
"Norway","Birds",0.480704228807947
"Norway","Birds",0.0646407125014092
"Norway","Birds",0.0762889254769605
"Norway","Birds",0.102909723213086
"Norway","Birds",-0.0556916122990149
"Norway","Birds",-0.024664539163407
"Norway","Birds",0.0489896678521384
"Norway","Birds",0.0568143035359834
"Norway","Birds",-0.0721289260527218
"Norway","Birds",0.279798410827652
"Norway","Birds",0.211031048817447
"Norway","Birds",0.0786965444462661
"Norway","Birds",0.0588524611705058
"Norway","Birds",-0.036816974966036
"Norway","Birds",0.0509462964236643
"Norway","Birds",-0.00267112363786225
"Norway","Birds",0.0749960094465407
"Norway","Birds",-0.0514091344217848
"Norway","Birds",0.189362598264408
"Norway","Birds",-0.0273616220775313
"Norway","Birds",0.144656249190879
"Norway","Birds",0.0711893607883621
"Norway","Birds",0.0762584152170377
"Norway","Birds",-0.125466697118905
"Norway","Birds",0.168066892713809
"Norway","Birds",0.121829763570269
"Norway","Birds",0.0501260573988646
"Norway","Birds",0.195547132054417
"Norway","Birds",0.0421330693567324
"Norway","Birds",0.209078732034565
"Norway","Birds",0.195966308451088
"Norway","Birds",0.0132334866008349
"Norway","Birds",0.00315092734232418
"Norway","Birds",0.159626917963375
"Norway","Birds",0.145343677928334
"Norway","Birds",0.112590912253739
"Norway","Birds",0.217018968871448
"Norway","Birds",0.168305281489027
"Norway","Birds",0.039586596568408
"Sweden","Birds",0.524135166148558
"Sweden","Birds",0.151922920718596
"Sweden","Birds",-0.0238476855730411
"Sweden","Birds",-0.0645322598703514
"Sweden","Birds",-0.0115220526244495
"Sweden","Birds",0.146830244740806
"Sweden","Birds",-0.0328787999755129
"Sweden","Birds",-0.00997224907962732
"Sweden","Birds",-0.0371268018050294
"Sweden","Birds",0.053885107740755
"Sweden","Birds",0.064786307931461
"Sweden","Birds",0.0534842920442848
"Sweden","Birds",-0.0667052901885086
"Sweden","Birds",-0.0485450683538067
"Sweden","Birds",0.0252350490983952
"Sweden","Birds",0.0461532760786922
"Sweden","Birds",0.13678973234855
"Sweden","Birds",0.145170300768803
"Sweden","Birds",-0.00935152729521166
"Sweden","Birds",-0.0723755852758052
"Sweden","Birds",0.0524908079605577
"Sweden","Birds",0.0211313834855309
"Sweden","Birds",-0.036249834319757
"Sweden","Birds",0.0240925768628742
"Sweden","Birds",0.124658180384789
"Sweden","Birds",0.132346298073772
"Sweden","Birds",-0.0266389829178471
"Sweden","Birds",0.112438219017563
"Sweden","Birds",-0.00955198812853311
"Sweden","Birds",0.331125295058771
"Sweden","Birds",0.150692102269653
"Sweden","Birds",0.123935089186827
"Sweden","Birds",-0.00826081135178009
"Sweden","Birds",0.246153090879891
"Sweden","Birds",0.0909853100046695
"Sweden","Birds",0.233959521224439
"Sweden","Birds",0.147111523796015
"Sweden","Birds",0.0353432670592107
"Sweden","Birds",0.0792672591581224
"Sweden","Birds",-0.0533112723714645
"Sweden","Birds",0.0512991708273556
"Sweden","Birds",-0.170990932414293
"Sweden","Birds",0.0131904633513927
"Sweden","Birds",0.034157558247976
"Sweden","Birds",-0.00442911331605713
"Sweden","Birds",0.277783507986172
"Sweden","Birds",0.110888981322131
"Sweden","Birds",-2.13455628390696e-05
"Sweden","Birds",0.00356005392044175
"Sweden","Birds",0.196039641735884
"Sweden","Birds",0.358921087683279
"Sweden","Birds",0.189725912402526
"Sweden","Birds",0.142883969751913
"Sweden","Birds",-0.0129143884690977
"Sweden","Birds",0.107860320540646
"Sweden","Birds",-0.00680607878894729
"Sweden","Birds",0.429459438591807
"Sweden","Birds",0.0820092357946478
"Sweden","Birds",-0.088795013681606
"Sweden","Birds",0.107629010351953
"Sweden","Birds",0.0421547634448873
"Sweden","Birds",0.108306398773939
"Sweden","Birds",0.0939284689021046
"Sweden","Birds",0.25100495742627
"Sweden","Birds",0.0103106760271973
"Sweden","Birds",0.0479444357124681
"Sweden","Birds",0.0619698733323576
"Sweden","Birds",0.052549246974414
"Sweden","Birds",0.0159721294582795
"Sweden","Birds",0.161654403868446
"Sweden","Birds",-0.0188243056679443
"Sweden","Birds",0.0443954371720841
"Sweden","Birds",0.118297475657183
"Sweden","Birds",0.13493189334986
"Sweden","Birds",0.108711028129179
"Sweden","Birds",0.108870155108328
"Sweden","Birds",0.277073702336726
"Sweden","Birds",0.467752037985472
"Sweden","Birds",0.0570892821243145
"Sweden","Birds",0.258633171757041
"Sweden","Birds",0.518703745135037
"Sweden","Birds",-0.0319805242145308
"Sweden","Birds",0.0506492302176461
"Sweden","Birds",0.215419284289566
"Sweden","Birds",0.180849511163446
"Sweden","Birds",0.119589928356294
"Sweden","Birds",0.0671518474055241
"Sweden","Birds",0.0305033747747806
"Sweden","Birds",0.0742508857639148
"Sweden","Birds",0.0482373007151108
"Sweden","Birds",0.129606216410614
"Sweden","Birds",0.643700429478172
"Sweden","Birds",0.111674946170458
"Sweden","Birds",0.151447828086879
"Sweden","Birds",0.153374594758701
"Sweden","Birds",0.0890214504068192
"Sweden","Birds",0.0450950621994937
"Sweden","Birds",-0.0668387135588459
"Switzerland","Birds",0.0222590891948651
"Switzerland","Birds",0.22707628342909
"Switzerland","Birds",0.126832722877437
"Switzerland","Birds",-0.209871173715786
"Switzerland","Birds",0.0827615820241843
"Switzerland","Birds",0.139875713900535
"Switzerland","Birds",0.284694487607684
"Switzerland","Birds",0.168837871745699
"Switzerland","Birds",0.156542830157867
"Switzerland","Birds",0.0536195656405498
"Switzerland","Birds",0.108809370906054
"Switzerland","Birds",0.112905674358067
"Switzerland","Birds",0.0462607544364185
"Switzerland","Birds",0.25934232536776
"Switzerland","Birds",0.365934553993234
"Switzerland","Birds",0.104807801350161
"Switzerland","Birds",0.403487405955874
"Switzerland","Birds",0.505077310393006
"Switzerland","Birds",0.145824229510559
"Switzerland","Birds",-0.0349433828885286
"Switzerland","Birds",0.112925914749023
"Switzerland","Birds",0.114521198559341
"Switzerland","Birds",0.0847623865589384
"Switzerland","Birds",0.179201328492535
"Switzerland","Birds",0.131466955083461
"Switzerland","Birds",0.100366327153161
"Switzerland","Birds",0.36335219648793
"Switzerland","Birds",0.293930651484459
"Switzerland","Birds",0.143528548720973
"Switzerland","Birds",0.564629414339978
"Switzerland","Birds",-0.0124577585575038
"Switzerland","Birds",-0.0100580771317472
"Switzerland","Birds",0.166997851639001
"Switzerland","Birds",0.0508422006164279
"Switzerland","Birds",0.432122061039236
"Switzerland","Birds",0.494715059516462
"Switzerland","Birds",0.754609293711993
"Switzerland","Birds",0.124299719814758
"Switzerland","Birds",0.135462512859723
"Switzerland","Birds",0.129722145923548
"Switzerland","Birds",0.326147703628342
"Switzerland","Birds",0.0647479512624921
"Switzerland","Birds",0.612767574966975
"Switzerland","Birds",0.185250681643845
"Switzerland","Birds",0.0327586941097389
"Switzerland","Birds",0.021069849386415
"Switzerland","Birds",0.0489726013664564
"UK","Birds",0.135321280849977
"UK","Birds",0.171853213815769
"UK","Birds",3.03157957038233e-05
"UK","Birds",0.0457278952374577
"UK","Birds",0.0767935986010052
"UK","Birds",0.0891867222802177
"UK","Birds",0.0491647707279228
"UK","Birds",0.104729624926145
"UK","Birds",0.106508222772351
"UK","Birds",0.154547915048364
"UK","Birds",0.0231249573905687
"UK","Birds",0.0379404593944944
"UK","Birds",0.0801343531205435
"UK","Birds",0.0255284831738222
"UK","Birds",-0.0154639405962415
"UK","Birds",0.0307543798058207
"UK","Birds",0.0673043736072241
"UK","Birds",0.196211158321874
"UK","Birds",0.112177951406346
"UK","Birds",0.0447761227349047
"UK","Birds",0.0402682393232996
"UK","Birds",0.273845616610577
"UK","Birds",0.234540272786397
"UK","Birds",0.0774217561582587
"UK","Birds",0.088869062295037
"UK","Birds",0.084262155554717
"UK","Birds",0.138253264477777
"UK","Birds",0.0123912542388467
"UK","Birds",0.0349735768470949
"UK","Birds",0.104430038084272
"UK","Birds",0.135920923151476
"UK","Birds",0.124360554875163
"UK","Birds",0.077076339417576
"UK","Birds",0.0205521485068357
"UK","Birds",0.45655489155318
"UK","Birds",0.176526252458312
"UK","Birds",0.0189812964411333
"UK","Birds",0.107542288910894
"UK","Birds",0.114121934913235
"UK","Birds",0.173375926141108
"UK","Birds",0.373831403512209
"UK","Birds",0.0990008646851481
"UK","Birds",0.0677912556236501
"UK","Birds",0.299610680990795
"UK","Birds",0.350276250912186
"UK","Birds",0.546381036601959
"UK","Birds",0.114791352035043
"UK","Birds",0.156247336125613
"UK","Birds",0.0587994908707864
"UK","Birds",0.0122901079896227
"Norway","Insects",0.484058405269885
"Norway","Insects",0.100955468457076
"Norway","Insects",-0.104767237988779
"Norway","Insects",0.411417979540896
"Norway","Insects",0.785420714274909
"Norway","Insects",0.484058405269885
"Norway","Insects",0.100955468457076
"Norway","Insects",-0.104767237988779
"Norway","Insects",0.411417979540896
"Norway","Insects",0.785420714274909
"UK","Insects",0.452082555165969
"UK","Insects",0.498089439833464
"UK","Insects",0.373342115530676
"UK","Insects",0.333084398397561
"UK","Insects",0.133661963495364
"UK","Insects",0.502513650054071
"UK","Insects",0.446482635069103
"UK","Insects",0.272714238537886
"UK","Insects",0.0739439608730658
"UK","Insects",0.335718977020202
"UK","Insects",0.532219689104893
"UK","Insects",0.271467367773911
"UK","Insects",0.324561032432928
"UK","Insects",0.243147379485645
"UK","Insects",0.374489651595109
"UK","Insects",0.135889963796831
"UK","Insects",0.192944917704813
"UK","Insects",0.322784995652414
"UK","Insects",0.454428763384785
"UK","Insects",0.341463562513347
"UK","Insects",0.263683028660146
